reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Arjun ji, ₹6000 EMI 15 din se pending hai. Thoda urgent kijiye, nako CIBIL score pe asar padega.","Bhai ₹6000 bhejne ki zaroorat nahi hai, ₹3000 abhi bhej raha hun, aur ₹3000 10 tarikh ko",partial_payment,15,6000,BNPL payment,worried,mumbai,10,3000,,partial payment,True,False
"Rohan yaar, ₹9000 bike loan EMI 21 din se pending hai. Turant payment karein, CIBIL score impact ho sakta hai.","Bhai, sorry 😞. Abhi 6000 hi ho pa raha hai, baaki 15 tarikh ko pakka karta hun.",partial_payment,21,9000,bike loan EMI,polite,delhi,15,9000,,,True,False
₹18000 EMI pending hai. Aapke CIBIL score par asar pad sakta hai. ₹9000 abhi bhej sakte hain?,"Bhai, ₹6000 abhi bhej sakta hun. Baaki 15 tarikh ko bhejunga, aap tension mat lijiye.",partial_payment,83,18000,business loan EMI,polite,bangalore,15,12000,,temporary financial difficulty,True,False
"Amit ji, ₹2200 ka BNPL payment 59 din se overdue hai. Late fees ₹850 lag chuki hai. UPI maadtini aaj settle karein.","Sir, meri business mein problem chal rahi hai. 15 din aur do, phir paisa transfer kar dunga. Bekku 30% extra kar dunga. 🙏",needs_more_time,59,2200,BNPL payment,polite,bangalore,15 din,2200,,business_problem,False,False
"Anna ₹12000 personal loan EMI overdue hai, okay ra? 2 din ho gaye. Full payment kar sakte hain?","boss ₹6000 abhi de sakta hun, baaki 10 tarikh ko zaroor denge, sorry for delay 🤕 ✅",partial_payment,2,12000,personal loan EMI,cooperative,hyderabad,10,6000,,financial constraints,False,False
Ramesh ji ₹25000 clear karein please. RBI guidelines ke mutabiq legal action lena padega.,"enti, main thoda time le loonga, 15 din mein payment kar dunga",refusal,67,25000,BNPL payment,evasive,hyderabad,15 days,,,need more time,False,True
Santosh ji ₹18000 bike loan EMI pending hai. ₹600 late fees lag gayi hai. Aapko legal notice bhi mil sakta hai. Transaction Reference: TREF123,"sorry sir, aapse pehle hi baat kar chuka hoon, mere paas paisa nahi hai, 10 din aur de do, main tumhe ₹4200 kar dunga 🙏",needs_more_time,45,18000,bike loan EMI,worried,bangalore,10 days,18000,,financial,False,True
"Anna ₹12000 baki hai aapka, UPI se payment karein please. Late fees bhi lag raha hai, CIBIL score bhi impact hoga.","ok ra, settle karna hai isliye thoda time do, kya kar sakte hain? 🙏🙏",refusal,30,12000,mobile loan EMI,evasive,hyderabad,,,,settlement,True,False
₹12000 baki hai. EMI miss karne se aapka CIBIL score kharaab ho jayega. ₹10000 pehla installment bekku.,"Illa, ₹5000 hi kar sakta hun. ₹10000 nahi kar sakta. ₹7000 ek hafte mein kar dunga.",refusal,80,12000,mobile loan EMI,resigned,bangalore,1 week,7000,,insufficient funds,True,False
"Kavita ji, ₹3500 ki EMI 19 din se overdue hai. Pakka kab tak karoge? UPI se payment karein: rzp.io/pay. CIBIL score impact hoga.","bhai Friday ko office mein meeting hai, uske baad zarur kar dunga",promise_to_pay,19,3500,business loan EMI,cooperative,delhi,Friday,3500,,meeting,True,False
"Rajiv ji, ₹20000 ka loan amount aapko 29 din pehle mile tha. Ab tak kuch nahi aaya, aapka CIBIL score impact hoga. Kuch bolna hai?","bhai, main try kar raha hun, ek hafte mein de deta hun",refusal,29,20000,business loan EMI,evasive,delhi,1 week,,,vague timelines,True,False
"Suresh ji, ₹18000 personal loan EMI pending hai. 17 din ho gaye overdue. CIBIL score definitely impact karega. Payment karein please.","Enti, main karta hun. Par UPI karna nai aata.",refusal,17,18000,personal loan EMI,worried,hyderabad,,,,lack of knowledge,True,False
"Hi, Rakesh ji, aapka ₹12000 ka BNPL payment 9 din ho gaye hue hain. CIBIL score bhi affect hoga. Thoda jaldi karein.","Sorry 🙏, maine thoda delay ho gaya tha, kal tak kar deta hoon",dispute,9,12000,BNPL payment,cooperative,bangalore,tomorrow,12000,,temporary financial difficulty,True,False
"Anil ji, ₹25000 personal loan EMI pending hai. 17 din ho gaye overdue. Late fees bhi lag rahi hai. Payment karein please.",Nahi kar sakta. Court mein jaunga.,refusal,17,25000,personal loan EMI,angry,hyderabad,,,,,False,True
"Suresh ji, ₹6500 bike loan EMI 15 din se overdue hai. Late fees lag rahi hai, aaj settle karein, UPI link bhejta hoon.","Sir, mummy hospital mein hain, 15 din mein payment kar dunga, aap ek baar mauka de do pls 🙏",needs_more_time,15,6500,bike loan EMI,worried,bangalore,15 din mein,6500,,,False,False
"Suresh ji, ₹28000 business loan EMI 12 din se pending hai. UPI se payment link bhej raha hun. Turant payment karne ki request hai.","Sorry bhi, kal payment kar dunga. Pakka",refusal,12,28000,business loan EMI,polite,delhi,tomorrow,28000,,delay,False,False
"Kavita ji, ₹28000 ka EMI pending hai. CIBIL score par impact pad raha hai. ₹28000 abhi clear karein, nahi toh settlement ke liye call karein.","bekku, 2 din mein ₹15000 kar deta hun, baaki 2-3 din mein 🤞 🙏",refusal,46,28000,mobile loan EMI,cooperative,bangalore,2 days,15000,,partial payment,True,False
Amit ji ₹4200 ka EMI pending hai 29 din se. Aapki CIBIL score par asar pad sakta hai. Kripya jaldi payment karein.,"Sorry sir, maine kuch din pehle transaction kar diya tha. Aap logon ke system mein problem hai 🤔",dispute,29,4200,business loan EMI,polite,bangalore,,,payment not updated,technical issue,True,False
"Amit ji, ₹6300 bike loan EMI bahut der se due hai. Late fees bhi lag gayi hai. Pakka payment karein.",Yeh amount galat hai bhaii. Mera loan 5000 ka tha. Extra charges kyun lagaye?,dispute,51,6300,bike loan EMI,angry,delhi,,,incorrect amount,,False,False
"Amit ji, ₹6300 bike loan EMI bahut der se due hai. Late fees bhi lag gayi hai. Pakka payment karein.",Yeh amount galat hai bhai. Mera loan 5000 ka tha. Extra charges kyun lagaye?,dispute,51,6300,bike loan EMI,angry,delhi,,,incorrect amount,,False,False
Enti ₹18000 EMI pending. Late fees bhi lag rahi hai.,"Bhai abhi 9000 bhejta hun, baaki 15 tarikh ko pakka",partial_payment,7,18000,credit line EMI,polite,hyderabad,15,9000,,temporary financial issue,False,False
"Namaskar sir, ₹15000 ka payment aapke account mein 78 din se pending hai. Kripya jaldi se jaldi clear karein, nahi toh CIBIL score par asar pad sakta hai.","Illa, sir mujhe thoda time chahiye. Ek hafte mein karta hun 👍",refusal,78,15000,BNPL payment,evasive,bangalore,,,,time constraint,True,False
"Yaar, ₹25000 baki hai. CIBIL score kharaab hoga. Pakka 7 din mein payment karein.","Sorry bhai, abhi thoda time chahiye. Mere paas paisa nahi hai 😞",refusal,42,25000,credit line EMI,stressed,delhi,,,,financial constraints,True,False
"Ankit ji ₹5800 EMI due hai, 14 din ho gaye. Late fees lagu hoga agar aap turant payment nahi karte. UPI karne ke liye yeh link use karein: https://payment-link.com","Bhai maine aapko pehle hi bata diya tha ki main is mahine payment nahi kar paunga, toh aap kyun reminder bhej rahe hain?",dispute,14,5800,mobile loan EMI,evasive,delhi,,,,"lack of funds, no clear timeline",False,False
"Namaste Rohit ji, aapka ₹1500 personal loan EMI 15 din se overdue hai. Late fees lag rahi hai. Turant settlement karein, yaar.","Bhai sach mein paisa nahi h, business mein thoda problem chal raha. 10 din mein zarur kar dunga 🙏",needs_more_time,15,1500,personal loan EMI,polite,delhi,10 days,,,business_problem,False,False
Sunita ji ₹14000 clear karein please. Late fees bhi lag rahi hai.,Kay karu re? Nahi kar sakta abhi jo karna ho karo.,refusal,83,14000,mobile loan EMI,angry,mumbai,,,,aggression,False,False
"Kavita ji, ₹12000 ka EMI bohot time se pending hai. RBI guidelines ke hisab se humein aapki CIBIL report affect karni padegi. UPI se turant payment karein.","Main aapko paise deti hun, lekin abhi nhi. Kal se kaam shuru karta hun, phir deti hun.",refusal,62,12000,mobile loan EMI,evasive,delhi,kal,,,job issues,True,False
"Hi Rohan ji, ₹7500 EMI kal due thi. Aaj tak nahi aayi. UPI maadtini: rzp.io/pay. Late fees bhi lagega","Haan bhai kal office se baahar tha, aaj evening mein kar dunga 🙏",promise_to_pay,3,7500,business loan EMI,cooperative,bangalore,today,7500,,office_commitment,False,False
Amit ji ₹4500 EMI overdue hai. Aapko UPI se ₹9000 abhi bhejne ki zaroorat hai. Baaki ₹9000 1 hafte mein bhej sakte hain?,₹9000 abhi bhejta hun baaki 10 tarikh ko pakka,partial_payment,45,4500,BNPL payment,cooperative,hyderabad,10,4500,,,False,False
"Ramesh ji ₹2500 ki EMI 88 din se overdue hai, ab turant payment karein ya CIBIL score kharab ho jayega 📝","Yaar 10 din aur do bhai, pakka paisa dal dunga, thoda business mein problem chal raha hai 🙏",needs_more_time,88,2500,mobile loan EMI,polite,delhi,10,2500,,business_problem,True,False
"Suresh ji ₹9000 bike loan EMI pending hai, 82 days ho gaye. Full payment karein, nahi to legal action lena padega.","Anna, ₹4500 abhi bhej sakta hun, baaki 10 din mein zaroor karenge. Please legal action mat karein.",partial_payment,82,9000,bike loan EMI,worried,hyderabad,10,4500,,,False,True
"Sir, ₹22000 ka payment 45 days ho gaya hai. UPI se ₹22000 + ₹500 late fees clear karein. Settlement offer hai ₹20000 mein","bekku sir, 2-3 din mein kar denge. Abhi thoda busy hain",refusal,45,22000,BNPL payment,evasive,delhi,,,,busy,False,False
₹18000 EMI pending hai. Aapko late fees bhi dena padega. Settlement options bhi discuss kar sakte hain.,"Okay ra ₹5000 abhi bhejta hun, baaki 1 hafte mein karenge. Sorry, business thoda slow chal raha hai 🤕",partial_payment,15,18000,business loan EMI,cooperative,hyderabad,,5000,,business slow,False,False
"Suresh ji, ₹8000 EMI pending hai. ₹750 late fees lag raha hai. Poora payment karein, illa ₹7500 abhi bhejne ke liye link bhejta hun.",Mujhe ₹7500 abhi de sakte nahi hun. 1 hafte mein ₹5000 bhej sakta hun. Baaki ₹10000 2 hafte mein.,partial_payment,15,8000,personal loan EMI,resigned,bangalore,1 week,8000,,,False,False
"Ramesh ₹9000 EMI due ho gaya hai, aap 3 din se overdue ho. Aap payment kab tak kar sakte ho?","bhai 4500 abhi bhejta hun, baaki 1 hafte mein pakka, sorry for delay",partial_payment,3,9000,credit line EMI,polite,hyderabad,8,4500,,personal reasons,False,False
Manish ji ₹15000 EMI ₹250 late fees ke saath due hai. Aap ₹7500 abhi bhej sakte hain. CIBIL score par asar pad sakta hai," ₹7500 abhi bhejta hun, baaki 5 din mein pakka. Payment link bekku?",partial_payment,8,15000,BNPL payment,worried,bangalore,5,7500,,unforeseen_circumstances,True,False
Neha bhai ₹4200 bike loan EMI 90 din se overdue hai. Late fees lag rahi hai. Aapki CIBIL score par bhi asar padega. Pakka settlement karein?,"Yaar, thoda time do. Mummy ki tabiyat kharab hai, doctor ke paas jana pad raha hai. Turant nahi kar paunga 🙏",needs_more_time,90,4200,bike loan EMI,desperate,delhi,15 din mein,2000,,family emergency,True,False
"₹2200 ka EMI 25 din due hai, aapko settlement offer kar sakte hain","Sorry anna, ₹2200 ka settlement kab tak kar sakte hain? CIBIL score kaise impact karega?",dispute,25,2200,credit line EMI,worried,hyderabad,,,settlement inquiry,,True,False
"Rohan bhai, ₹4200 ka BNPL payment 65 days overdue hai. turant payment karein.","Bhai, maine UPI kar diya tha lekin aapka system update nahi hua, sun lo yeh issue. 😔",dispute,65,4200,BNPL payment,polite,delhi,null,,payment not updated,system issue,False,False
"Rahul ji ₹18000 pending hai, RBI guidelines ke mutabiq late fees bhi lagu hoga. Poora payment karne ka kripaya karein.","Bhai, maine paise nahi hai, 2 hafte mein kuch karta hun. 😔",partial_payment,39,18000,credit line EMI,evasive,mumbai,,,,vague timeline,False,True
"Boss, ₹9500 ki mobile loan EMI 65 din se overdue hai. Late fees bhi lag rahi hai. Aap abhi UPI se payment kar sakte hain: rzp.io/pay","Abhi nahi, office mein busy hoon. Next week try karenge 🙏",promise_to_pay,65,9500,mobile loan EMI,worried,hyderabad,next week,9500,,office busy,False,False
"Nako Rohan ji, ₹2500 EMI kal tak due thi. Aaj tak payment nahi aayi. Thoda urgent karein, CIBIL score affect hoga","Re bhi, kal salary aayegi, usse pehle kar dunga",promise_to_pay,17,2500,BNPL payment,cooperative,mumbai,tomorrow,2500,,waiting_for_salary,True,False
"Sun, ₹11000 ka personal loan EMI due hai. CIBIL score affect ho jayega agar turant payment nahi hoti.","Bhai, maine toh paisa arrange kar liya hai, kal tak payment kar deta hoon 🤞",dispute,65,11000,personal loan EMI,desperate,delhi,kal,11000,,temporary financial issue,True,False
"Bhai, ₹35,000 EMI 51 din ho gaye. Ab tak payment nahi aayi. Sun, late fees bhi lag gayi hai. Turant UPI se kar dein: rzp.io/pay, nahi toh CIBIL affect hoga.","Yaar, sorry  office mein cash flow issue hai, pakka kal tak kar dunga, aaj bank se baat kar raha hun",promise_to_pay,51,35000,business loan EMI,polite,delhi,kal,35000,,cash flow issue,True,False
"Nalini ji, ₹20000 ka EMI clear karna hai. Late fees bhi lag rahi hai. Aapne CIBIL score kharab ho jayega agar aapne settle nahi kiya.","Abhi nahi kar sakta, court mein milta hun 😡",refusal,84,20000,mobile loan EMI,angry,mumbai,,,,helplessness,True,False
"Yaar ₹22000 EMI pending hai, 89 din ho gaye. Turant payment karein, varna late fees lagu hoga.","Bhai, 6000 abhi bhejta hun. Baaki 15 din mein pakka karta hun.",partial_payment,89,22000,bike loan EMI,polite,delhi,15,22000,,,False,False
"Sir, aapka ₹11000 ka business loan EMI 33 din se pending hai. RBI guidelines ke mutabiq, aapko late fees deni padegi.","Abhi kuch din aur de do sir, main aapko payment kar dunga 🙏",dispute,33,11000,business loan EMI,desperate,bangalore,next week,11000,payment delay,financial difficulty,True,True
"Sir ₹22000 baki hai, 68 din ho gaye hain. UPI maadtini use karein please.","Abhi nai kar sakte sir, paise nahi hain. Bekku ₹10000 do hafte mein de dunga.",refusal,68,22000,credit line EMI,worried,bangalore,15 days,10000,,financial difficulties,False,False
"Arre, ₹8500 ka EMI bohot late ho gaya. Ab tak 75 din ho gaye, late fees bhi lag rahi hai. Aapki CIBIL score par asar pad raha hai. Kya aap aaj settle kar sakte hain?","Bhai, sach mein paisa nahi hai. Business mein problem chal raha hai. Thoda time do, next month zarur kar dunga",needs_more_time,75,8500,business loan EMI,polite,mumbai,next month,,,business_problem,True,False
"Sachin ji, ₹12000 mobile loan EMI 45 din se pending hai. CIBIL score kharaab hoga, turant ₹14400 settle karein.","Abhi business mein problem chal raha hai, next month ₹24000 doonga, aapko pura paise milega",needs_more_time,45,12000,mobile loan EMI,evasive,bangalore,next month,24000,,business_problem,True,False
Boss ₹4500 ki EMI miss ho gayi. Ab tak 9 din ho gaye. Payment link bhej raha hun?,maine UPI kar diya tha aapke system mein issue hai. Aap check karo?,dispute,9,4500,business loan EMI,polite,hyderabad,,,payment not reflected,,False,False
"Rajesh ji ₹8500 bike loan EMI 24 din late hai. Late fees lag rahi hai, pakka settlement karein.","bhai business thoda slow chal raha hai, next month double kar dunga",needs_more_time,24,8500,bike loan EMI,desperate,mumbai,,,,business_problem,False,False
"Nako, ₹12000 bike loan EMI 23 din overdue. Late fees bhi lag gaye hain. CIBIL score affect hoga, settlement karna padega. Abhi karein: rzp.io/pay","Haan bhai, kal hi salary aayegi, usse pehle transfer kar deta hu 🙏",promise_to_pay,23,12000,bike loan EMI,cooperative,mumbai,tomorrow,12000,,waiting for salary,True,True
"Amit ji, ₹6000 ka EMI 38 din se pending hai. RBI guidelines ke anusar, humein aapko legal notice bhejna padega. Turant payment karein.","Bhai, maine kuch din pehle hi payment kar diya tha, aapke system mein update nai hua 🤦",dispute,38,6000,personal loan EMI,angry,delhi,,,payment made,system update delay,False,True
Bhai ₹15000 EMI overdue hai. CIBIL score kharab ho jayega agar turant payment nahi hoga.,"Kya kar sakte hain? ₹5000 abhi bhejta hun, baaki 1 mahine mein pakk.",partial_payment,61,15000,credit line EMI,desperate,delhi,30,5000,,financial,True,False
"Preeti ji, ₹6500 ka BNPL payment due hai. Sun, humein payment ki zarurat hai. Late fees bhi lag rahe hain, toh turant payment karein","Bhai maine 10 din pehle UPI kar diya tha, aapke system mein delay hai, settlement karenge toh late fees maaf karenge?",dispute,15,6500,BNPL payment,cooperative,delhi,,,payment not updated,system error,False,False
"Amit ji ₹8000 due hai, aapka EMI 13 din se overdue hai. Kay aap thoda jaldi payment kar sakte hain? Yeh link use karein: https://payment-link.com","Yeh amount galat hai, mera loan 6000 ka tha! Extra charges kyun? 🤔",dispute,13,8000,mobile loan EMI,angry,pune,,,incorrect amount,incorrect calculation,False,False
"Amit ji ₹6500 ka loan aapka 55 din se overdue hai. Aapko late fees bhi dena padega, nako settlement option bhi hai.",Yeh amount galat hai mera loan 5500 ka tha extra charges kyun? Thoda adjust karo,dispute,55,6500,BNPL payment,desperate,delhi,,,incorrect_amount,,False,False
"Amit ji, ₹2200 ka EMI 1 din overdue hai. Late fees lagu ho raha hai. Abhi karein: rzp.io/pay","Bhai, salary aane wali hai, usse pehle kar dunga, pakka 🙏",promise_to_pay,1,2200,mobile loan EMI,cooperative,mumbai,usse pehle,2200,,salary,False,False
"Nako, ₹28000 ka EMI bahut overdue hai. Hum aapko ek mahine mein settlement offer karte hain. Aaj hi UPI se paisa transfer karein.","Thoda time do, business mein thoda problem chal raha hai. Do hafte mein paisa transfer kar dunga, sorry for the delay",needs_more_time,38,28000,business loan EMI,cooperative,mumbai,do hafte,,,business_problem,False,False
"Anna ₹12000 ka EMI 14 din se overdue hai. Aapka CIBIL score bhi impact ho sakta hai. Okay ra, aaj settle karein? UPI se payment link bhej raha hoon.","Boss, sorry yaar. Mummy hospital mein hain, 10 din aur do. Phir double kar dunga. Promise. 👍",needs_more_time,14,12000,personal loan EMI,polite,hyderabad,10 days,24000,,family emergency,True,False
"₹9000 EMI pending hai, 19 din ho gaye. UPI maadtini ₹4500 bhej sakte hain?","Bekku, ₹3000 abhi bhej sakta hun, baaki 2 hafte mein bhejunga, sorry sir.",partial_payment,19,9000,personal loan EMI,worried,bangalore,28,3000,,,False,False
"Kay, Rohan ji, aapka ₹15000 BNPL payment 57 din se pending hai. Full payment karein, nahi toh legal notice aa sakta hai.","Nako, ₹7500 abhi bhej raha hun. Baaki 20 din mein zaroor.",partial_payment,57,15000,BNPL payment,desperate,mumbai,20 din mein,7500,,,False,True
"Sir ₹9000 EMI due ho gayi 15 din ho gaye, illa payment karein, CIBIL score impact hoga.","Maine paise nahi hai, kuch settlement ho sakta hai?",dispute,15,9000,business loan EMI,desperate,bangalore,,,settlement request,financial issue,True,False
Aapka ₹13000 ka EMI 58 din se pending hai. Late fees ₹500 ho gaye hain. Payment karein,"Anna, mera UPI 10 din pehle hi kar diya tha. Aapke system mein problem hai",dispute,58,13000,credit line EMI,desperate,hyderabad,,,payment not reflected,,False,False
"Rahul ji, aapke ₹9000 ki EMI 51 din se pending hai. Bekku payment karein, nahi to settlement ke liye bulana padega.","Sir, maine 1 mahine pehle payment karne ki koshish ki thi, lekin abhi tak payment nahi hui hai. Mujhe thoda time chahiye.",dispute,51,9000,business loan EMI,evasive,bangalore,,,payment pending,payment pending,False,False
"Anna, ₹18000 ka EMI 25 din se overdue hai. Agar abhi payment nahi karte, to settlement ke liye bolna padega. CIBIL score bhi kharab ho sakta hai.","Definitely ₹8000 abhi bhej sakta hun, baaki 2 hafte mein zarur karenge. 🙏",partial_payment,25,18000,credit line EMI,cooperative,hyderabad,14,8000,,,True,False
"Arre, ₹12000 ka EMI 20 din se overdue hai. Aapka CIBIL score bhi impact ho raha hai. Thoda settlement ke liye UPI se payment karein.","Yaar, abhi paisa nai hai. Thoda time do, next week kar dunga 🙏",needs_more_time,20,12000,personal loan EMI,polite,mumbai,,,,financial_problem,True,False
Amit ji ₹25000 ka EMI baki hai. CIBIL par impact padega agar turant payment nahi kiya.,"yaar, main next week tak karunga. Settlement kar lo",refusal,57,25000,personal loan EMI,evasive,delhi,next week,,,time constraint,True,False
Anil ji ₹20000 pending hai 63 days se. Thoda settlement offer karte hain. ₹15000 clear karein aur baaki ₹5000 installment par le lenge.,"Re, main abhi nahi kar sakta. Legal action lo.",refusal,63,20000,personal loan EMI,resigned,pune,,,,resigned,False,True
"Sir ₹9800 EMI 80 din se pending h. Aapko CIBIL score affect hoga, phir loan nahi milega. ₹8000 kar sakte hain, phir ₹1800 next month.","Sir ₹5000 abhi kar dunga, baki ₹4800 next month, mera mummy hospital mein hain, usi wajah se payment nahi kiya",needs_more_time,80,9800,credit line EMI,worried,bangalore,next month,4800,,family_emergency,True,False
Sun lo ₹18000 ki payment pending hai. CIBIL score kharaab ho sakta hai. Turant payment karein: https://upi.link/789,"Bol diya na, abhi nahi kar sakta",refusal,14,18000,BNPL payment,angry,delhi,,,,no excuse,True,False
Suresh ji ₹7500 ka EMI 57 din se due hai. Legal action lena padega. Settlement karna hoga.,"Anna, maine 1 hafte pehle UPI se payment kar diya tha. Aapke system mein issue hai kya? 🤔",dispute,57,7500,business loan EMI,worried,hyderabad,,,payment not reflected,technical issue,False,True
Aapke bike loan EMI ₹10500 10 din se pending hai. Aaj payment karne se aapko settlement ke liye better terms mil sakte hain.,"dekho bhai, abhi kuch nahi bol sakta, kal baat karta hoon",needs_more_time,10,10500,bike loan EMI,evasive,bangalore,,,,unclear,False,False
"Boss, ₹4500 ka EMI 25 din ho gaye due, payment kab kar rahe hain?","Sorry anna, ₹4500 pehle hi pay kiya tha, aap log UPI payment process mein late ho",dispute,25,4500,credit line EMI,polite,hyderabad,,,payment already made,,False,False
"Kumar ₹45000 49 din se overdue hai, okay ra, settlement ke liye aaj turant contact karein. Late fees lag rahi hai.","boss 15 din aur do, kuch samay chahiye, ghar mein problem chal raha hai 🤕",needs_more_time,49,45000,bike loan EMI,worried,hyderabad,15 din,,,family problem,False,False
"Yaar Rohan ji, ₹3000 mobile loan EMI 10 din ho gaye. Late fees bhi lag rahi hai. Turant UPI se kar dein: rzp.io/pay 🙏","bhai sorry yaar, kal office se salary aayegi tab kar dunga",promise_to_pay,10,3000,mobile loan EMI,polite,delhi,kal,3000,,office busy,False,False
"Arre, ₹8500 EMI overdue 48 din. Late fees lag rahi hai. RBI guidelines ke mutabiq CIBIL score kharaab ho sakta hai, isiliye aaj hi settle karein.","nako bhai, abhi thoda time lagech, next week zaroor karta hun",needs_more_time,48,8500,mobile loan EMI,worried,mumbai,next week,,,family_problem,True,False
"Sir, aapka ₹20000 mobile loan EMI 17 days overdue hai. CIBIL score par impact padega. ₹20000 pay karein, nahi toh RBI guidelines ke mutabiq action lena padega.","okay sir, ₹20000 pay kar dunga, ₹10000 aaj aur ₹10000 kal 🙏",refusal,17,20000,mobile loan EMI,cooperative,bangalore,today and tomorrow,10000,,none,True,True
"Amit ji, ₹22000 EMI due hai. Pakka sun, aapka CIBIL score kharab ho jayega agar payment nahi kiya.",Yeh amount galat hai. Mera loan ₹10000 ka tha. Extra charges kyun lagaye?,dispute,32,22000,credit line EMI,angry,delhi,,,incorrect amount,billing error,True,False
"Priya ji, aapke ₹9000 ki EMI 51 din se pending hai. Bekku payment karein, nahi to settlement ke liye bulana padega.","Sir, maine 1 mahine pehle payment karne ki koshish ki thi, lekin abhi tak payment nahi hui hai. Mujhe thoda time chahiye.",dispute,51,9000,business loan EMI,evasive,bangalore,,,payment pending,payment pending,False,False
"Hi sir, ₹7000 bike loan EMI 6 din due thi. CIBIL affect hoga. Settlement nahi hoga. UPI se abhi karein: rzp.io/pay","thoda time dena bhai. Ghar mein kuch problem hai, weekend pe transfer karta hoon. Sorry for delay 🙏",promise_to_pay,6,7000,bike loan EMI,resigned,bangalore,weekend,7000,,personal problems,True,False
"Rajesh sir aapka ₹4500 business loan EMI 6 din se overdue hai. Late fees lag rahi hai, aap UPI se ₹4500 pay kar sakte hain, link: https://upi.link/123","sir, abhi thoda time chahiye, 10 din mein paisa transfer kar dunga, sorry 🙏",needs_more_time,6,4500,business loan EMI,polite,bangalore,10 days,4500,,busy with business,False,False
Bhai ₹20000 ka EMI 27 din se pending hai. Settlement ke liye ready ho jao.,"Nahi bhai, abhi nahi kar sakta. Tum log kuch time do 😓",refusal,27,20000,business loan EMI,resigned,bangalore,,,,time constraint,False,False
Suresh ji ₹8000 EMI 14 din overdue hai. Thoda late fees bhi lagech. Aap kab tak payment kar rahe ho? UPI se kar sakte ho: rzp.io/pay,"Bhai kal kar dunga, office mein busy tha abhi 🙏",promise_to_pay,14,8000,mobile loan EMI,polite,mumbai,kal,8000,,busy,False,False
Rahul bhai ₹12000 EMI pending hai. Turant payment karein aur late fees se bachain. UPI link: http://pay.upi,"Yaar, abhi ₹6000 ho sakta hai. Baaki 10 din mein pakka kar dunga 🤞",partial_payment,5,12000,credit line EMI,polite,delhi,10,6000,,temporary financial difficulty,False,False
Amit ₹12000 EMI 20 din late ho gaya hai. Settlement ke liye call back karein. UPI: rzp.io/pay,"Abhi kuch din aur chahiye, boss",promise_to_pay,20,12000,business loan EMI,evasive,hyderabad,,,,time,False,False
"Saurabh bhai, ₹15000 ka BNPL payment 87 din se due hai. Late fees ₹2000 lag gaye hain. Abhi UPI se karein: rzp.io/pay. Legal action bhi ho sakta hai.","Bhai, maine pehle hi bol diya, abhi nahi kar paunga. Kabhi baat karte hain",promise_to_pay,87,15000,BNPL payment,angry,delhi,,,,,False,True
"Arjun ji ₹7000 EMI due hai. 25 din ho gaye, ab late fees bhi dena padega. Settlement option bhi hai, lekin usmein extra charges dena padega","Lagech 10 din, re. Payment kar dunga, abhi thoda busy hoon 👍",dispute,25,7000,business loan EMI,evasive,delhi,10 days,7000,payment delay,personal issue,False,False
"Sir, ₹3500 business loan EMI pending hai. Late fees ₹2000 lag chuke hain. Settlement ke liye ₹10000 abhi bhej sakte hain?","Sir, abhi ₹5000 hi bhej sakta hun. Baaki 15 tarikh ko pakka. CIBIL score toh kharab nahi hoga na?",partial_payment,22,3500,business loan EMI,worried,bangalore,15 days,3500,,,True,False
Sunil bhai ₹1800 mobile loan EMI 65 din se overdue hai. Aapka CIBIL score kharab ho raha hai. Turant settlement kar lein.,"yaar ₹1000 hi de sakte hain, 20 din mein baaki de dunga, bol ₹100 late fees maaf karo 🙏",needs_more_time,65,1800,mobile loan EMI,cooperative,delhi,20 days,1000,,,True,False
"Sun, ₹19000 ka loan pending hai. Turant UPI se pay kar do. Late fees ke saath, total ₹22000 ho gaya hai.","kuch nahi kar sakta, main court mein milta hun. Aap log galat kar rahe ho",refusal,47,19000,credit line EMI,angry,delhi,,,dispute,,False,False
"Rajesh bhai ₹8500 EMI kal due thi, ab late fees lag rahi hai. Turant UPI se payment karein.","Yaar sach mein problem ho raha hai, 5 din aur do please. Mummy ki tabiyat theek nhi hai, pakka settle karunga.",needs_more_time,2,8500,personal loan EMI,polite,delhi,5 days,8500,,family,False,False
"Rahul ji, ₹2500 ka EMI 80 din ho gaye. Sun, late fees lag raha hai. UPI se kar dein: rzp.io/pay",Bhai aaj kal kar denge,promise_to_pay,80,2500,BNPL payment,evasive,delhi,,,,vague,False,False
"Rahul ji ₹18000 ki EMI kab se pending hai. Late fees bhi lag rahi hai. Poora amount bhej do, okay ra?","Bhai ₹9000 abhi bhej sakta hun. Baaki 2 hafte mein bhejunga, definitely.",partial_payment,26,18000,personal loan EMI,desperate,hyderabad,14,9000,,unforeseen expenses,False,False
"Vikram ji, ₹5500 business loan EMI 20 din se overdue hai. Late fees lag rahi hai. CIBIL score impact ho raha hai","Yaar, paisa nahi hai. Aap log bhi samajh lo. 25 din mein do dunga, sorry 🙏",needs_more_time,20,5500,business loan EMI,cooperative,chennai,25 days,5500,,lack of funds,True,False
